date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:54:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:24:55%20GMT	https://www.infosecmaestros.com/fonts/et-line-font/fonts/et-line.ttf	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/et-line-font/fonts/et-line.79.delayed	(from https://www.infosecmaestros.com/fonts/et-line-font/style.css)
11:54:59	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:24:56%20GMT	https://www.infosecmaestros.com/fonts/et-line-font/fonts/et-line.svg	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/et-line-font/fonts/et-line.7a.delayed	(from https://www.infosecmaestros.com/fonts/et-line-font/style.css)
11:55:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:24:57%20GMT	https://www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.eot	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.7b.delayed	(from https://www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/style.css)
11:55:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:24:58%20GMT	https://www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.eot?	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.7cd41d.delayed	(from https://www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/style.css)
11:55:02	63664/63664	---M--	200	added ('OK')	font/woff	date:Wed,%2023%20Feb%202022%2014:35:24%20GMT	https://www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.woff	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.woff	(from https://www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/style.css)
11:55:02	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:25:00%20GMT	https://www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.ttf	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.7e.delayed	(from https://www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/style.css)
11:55:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:25:01%20GMT	https://www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.svg	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/fonts/ElegantIcons.7f.delayed	(from https://www.infosecmaestros.com/fonts/elegant_font/HTML_CSS/style.css)
11:55:04	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:25:02%20GMT	https://www.infosecmaestros.com/images/background/p8.jpg	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/images/background/p8.80.delayed	(from https://www.infosecmaestros.com/css/bg.css)
11:55:07	60469/60469	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Feb%202022%2011:59:15%20GMT	https://www.infosecmaestros.com/images/background/p2.jpg	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/images/background/p2.jpg	(from https://www.infosecmaestros.com/css/bg.css)
11:55:07	720282/720282	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Feb%202022%2011:59:22%20GMT	https://www.infosecmaestros.com/images/background/p4.jpg	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/images/background/p4.jpg	(from https://www.infosecmaestros.com/css/bg.css)
11:55:08	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:25:05%20GMT	https://www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.835b62.delayed	(from https://www.infosecmaestros.com/fonts/font-awesome/css/font-awesome.css)
11:55:09	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:25:06%20GMT	https://www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.84d41d.delayed	(from https://www.infosecmaestros.com/fonts/font-awesome/css/font-awesome.css)
11:55:10	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:25:07%20GMT	https://www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.855b62.delayed	(from https://www.infosecmaestros.com/fonts/font-awesome/css/font-awesome.css)
11:55:11	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:25:08%20GMT	https://www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.865b62.delayed	(from https://www.infosecmaestros.com/fonts/font-awesome/css/font-awesome.css)
11:55:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:25:09%20GMT	https://www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.875b62.delayed	(from https://www.infosecmaestros.com/fonts/font-awesome/css/font-awesome.css)
11:55:13	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20May%202022%2006:25:10%20GMT	https://www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/Subhash%20sir/www.infosecmaestros.com/fonts/font-awesome/fonts/fontawesome-webfont.885b62.delayed	(from https://www.infosecmaestros.com/fonts/font-awesome/css/font-awesome.css)
